,close,date,high,low,open,quoteVolume,volume,weightedAverage,tBitCoin,tBTC,tBlockchain,delta,logReturn
29,263.56083094,2015-03-20 01:00:00,267.97667574,254.82343263,254.89895127,0.50466072,132.72576304,262.99998749,2,7,2,-8.661879670000019,-0.004865516166661088
30,263.19298262,2015-03-21 01:00:00,263.56083094,254.69135706,263.56083094,0.76562951,201.15512365,262.73167508,2,7,2,0.3678483200000073,-0.001396661477625294
31,267.51684843,2015-03-22 01:00:00,267.51684843,263.77341,265.13784797,0.24320938,64.37844695,264.70379947,2,5,2,-2.3790004599999857,0.016295011820034233
32,260.67351138,2015-03-23 01:00:00,274.29809789,260.67351138,270.32946018,0.23057338,61.85038999,268.24601344,2,5,2,9.655948800000033,-0.02591383911414713
33,242.52550736,2015-03-24 01:00:00,271.59604827,242.5255,263.01895538,1.90770985,490.1802634,256.94696885,2,5,2,20.493448020000017,-0.07216182018782646
34,247.47551488,2015-03-25 01:00:00,273,247.47551488,272.99999999,0.34826799,90.86237357,260.89786078,2,5,2,25.52448511,0.02020475750141859
35,242.5255,2015-03-26 01:00:00,251.36855193,242.5255,251.36855193,0.00947992,2.29937799,242.5524678,2,5,2,8.843051930000003,-0.020204787848742356
36,253.3527,2015-03-27 01:00:00,253.3527,242.91750001,253.22011045,0.00262338,0.66353649,252.93190349,2,5,2,-0.13258955000000586,0.0436757295703849
37,248.72849578,2015-03-28 01:00:00,258.88067929,243.6819,243.68190247,0.02759171,7.06152934,255.92938406,2,5,2,-5.0465933099999924,-0.018420665882604048
38,247.96933001,2015-03-29 01:00:00,252.0705,247.96933001,252.0705,0.03382924,8.52654866,252.04671073,2,5,2,4.101169990000018,-0.0030568539733470956
39,254.35279355,2015-03-30 02:00:00,254.35279355,242.52550001,242.52550001,0.12121748,29.65461869,244.63978869,2,5,2,-11.82729354,0.025417185099835926
40,249.33852966,2015-03-31 02:00:00,253.7301,242.5255,253.5414,0.11651188,28.4810826,244.44788463,2,5,2,4.202870340000004,-0.01991072433106922
41,249,2015-04-01 02:00:00,250,239.87000019,239.87000019,0.05824355,14.48312746,248.66491599,2,5,2,-9.129999809999989,-0.0013586335068449529
42,255,2015-04-02 02:00:00,255,229.00000001,245.47586455,0.24776058,62.12227939,250.73512258,2,5,2,-9.524135449999989,0.023810648693718406
43,255,2015-04-03 02:00:00,255,253.5,253.5,0.10763314,27.37145069,254.30318858,2,5,2,-1.5,0
44,254.42717667,2015-04-04 02:00:00,254.42717667,248.9973997,252.58700541,0.7286023,184.24982176,252.881197,2,5,2,-1.8401712600000053,-0.0022488928649879725
45,254.69622183,2015-04-05 02:00:00,262.66977114,252.07634469,252.07634469,0.48741272,125.38187849999998,257.23965206,2,5,2,-2.61987714,0.001056895777475475
46,254.69622183,2015-04-06 02:00:00,254.69622183,254.69622183,254.69622183,0,0,254.69622183,2,5,2,0,0
47,253.116,2015-04-07 02:00:00,257.80755,252.10286502,253.88325,1.43863701,366.91079197,255.0405623,2,5,2,0.7672500000000184,-0.0062236663977790485
48,248.28703147,2015-04-08 02:00:00,268,245.691,251.4816875,1.53986556,396.66497159,257.59714477,2,5,2,3.1946560300000044,-0.01926241980210719
49,269,2015-04-09 02:00:00,269,240.88000001,245.55949496,3.72671881,910.71756702,244.37517651,2,5,2,-23.440505040000005,0.08012591773081201
50,236.195,2015-04-10 02:00:00,249.89999998,99.00000007,243.55500001,1.91591794,447.02395048,233.32103173,2,5,2,7.360000009999991,-0.1300536445639029
51,234.8725,2015-04-11 02:00:00,249.89999997,230.10000001,233.1575,12.05794901,2872.85547934,238.2540743,2,5,2,-1.7150000000000034,-0.005614921320507449
52,232.05,2015-04-12 02:00:00,235.735,230.10000001,234.8725,8.32683509,1952.86838181,234.5270875,2,5,2,2.822499999999991,-0.012089948030244102
53,245.99999987,2015-04-13 02:00:00,245.99999999,230.10000001,232.05,0.38671162,91.93343856,237.73125453,2,5,2,-13.94999987,0.05837866971672323
54,219.90926541,2015-04-14 02:00:00,234.000076,213.7184,234.000076,1.6495125,373.40081642,226.37040726,2,5,2,14.09081058999999,-0.11211650407871776
55,225.1293,2015-04-15 02:00:00,225.1395,217.69520791,219.90926541,0.45677876,100.65758018,220.36396829,2,5,2,-5.220034590000012,0.023459872488239775
56,229.57789808,2015-04-16 02:00:00,229.57789808,221.29080708,226.26174864,1.20141162,266.68959913,221.98020619,2,5,2,-3.3161494400000042,0.019567493280658432
57,223.48807719,2015-04-17 02:00:00,226.62358212,222.9346875,224.7876,0.20537216,45.82083968,223.1112517,2,5,2,1.2995228099999852,-0.02688433036944815
58,221.5,2015-04-18 02:00:00,221.65615001,221.5,221.65615001,0.2,44.30036632,221.5018316,2,5,2,0.1561500100000046,-0.008935477239449874
59,223.57789808,2015-04-19 02:00:00,225.5,223.57789808,225.5,0.09700051,21.87361402,225.49998989,2,5,2,1.9221019199999887,0.009337301114121566
60,223.57789808,2015-04-20 02:00:00,229.5051,223.57789808,223.57789808,0.05829992,13.07389511,224.25236804,2,5,2,0,0
61,229.7512,2015-04-21 02:00:00,233,223.57789808,223.57789808,0.13616264,31.42439658,230.78574698,2,5,2,-6.17330192,0.027237093691397263
62,230.5666,2015-04-22 02:00:00,238.374,230.5666,238.374,0.15776037,36.92635588,234.0661085,2,5,2,7.80740000000003,0.0035427735049866627
63,231.55429753,2015-04-23 02:00:00,238.374,229.6777,230.5666,0.30440246,70.24516087,230.76410379,2,5,2,-0.9876975300000196,0.004274634794722232
64,235.0896,2015-04-24 02:00:00,235.49749476,223.57789808,231.6475,0.00845799,1.94459737,229.91246977,2,5,2,-3.442099999999982,0.015152325482034712
65,223.57789808,2015-04-25 02:00:00,233.0649,223.57789808,223.57789808,0.00644434,1.4623462,226.91946737,2,5,2,0,-0.05020682747314087
66,212.1681,2015-04-26 02:00:00,223.57789808,206.56436228,223.57789808,2.62272233,555.12722339,211.66069204,2,5,2,11.409798080000002,-0.05238100559757175
67,219.01,2015-04-27 02:00:00,219.01,214.2427,219.00999999,1.78325767,390.55060327,219.00963043,2,5,2,-9.999979511121637e-09,0.03173850587273552
68,227,2015-04-28 02:00:00,227,227,227,0.00026276,0.05964652,227,2,5,2,0,0.03583262660692732
69,227,2015-04-29 02:00:00,227,227,227,0.02202643,4.99999961,227,2,5,2,0,0
70,241.99737400000004,2015-04-30 02:00:00,255,227,227,1.60274561,389.75127612,243.17725388,2,5,2,-14.997374000000036,0.06397685737673875
71,233.1665,2015-05-01 02:00:00,243.432375,233.1665,241.99737400000004,0.11091213,26.83685811,241.96504125,2,5,2,8.830874000000025,-0.03717408421725388
72,235,2015-05-02 02:00:00,235,235,235,0.015057,3.5383949999999995,235,2,5,2,0,0.007832723503271133
73,239.4042,2015-05-03 02:00:00,239.4042,235,235,0.39136386,92.86170078,237.27714864,2,5,2,-4.404200000000003,0.01856782268547086
74,233.99829863,2015-05-04 02:00:00,239.4042,233.99829863,235.52829126,0.20514409,48.37681151,235.81869463,2,5,2,1.5299926300000095,-0.022839492310327003
75,231.0154,2015-05-05 02:00:00,233.1763,229.6875,233.1763,0.00502193,1.16104856,231.19568844,2,5,2,2.160899999999998,-0.012829469552966266
76,225,2015-05-06 02:00:00,240,225,229.7414,0.00114772,0.26766011,233.21029237,2,5,2,4.741399999999999,-0.026383972761916397
77,225,2015-05-07 02:00:00,226,225,226,0.0002774,0.06254532,225.46979091,2,5,2,1,0
78,249.53240001,2015-05-08 02:00:00,249.53240001,240,240,0.12098257,29.08440758,240.40163458,2,5,2,-9.532400010000003,0.10348836431562347
79,238.5565,2015-05-09 02:00:00,249.53240001,238.5565,239.806,0.47470879,115.36779752,243.02856816,2,5,2,1.2494999999999834,-0.04498258697274338
80,246.25,2015-05-10 02:00:00,246.25,246.25,246.25,0.0018872,0.464723,246.25,2,5,3,0,0.03174110050489798
81,241.1937,2015-05-11 02:00:00,246.25,225,225,0.5570808,133.68748296,239.97862242,2,5,3,-16.193700000000007,-0.02074693494327029
82,244.90444044,2015-05-12 02:00:00,244.90444044,239.07113593,239.07113593,0.02154152,5.19530753,241.17645969,2,5,3,-5.833304510000005,0.015267750330387742
83,239.39988755,2015-05-13 02:00:00,239.39988755,239.39988755,239.39988755,0.0004266,0.10212799,239.39988755,2,5,3,0,-0.022732772031509363
84,243.26620001,2015-05-14 02:00:00,249.53240001,236.01,240.77139588,1.31297869,318.9187259,242.89710741,2,5,3,-2.4948041300000057,0.016020993631908453
85,243.31250001,2015-05-15 02:00:00,254,237.005,243.26620001,0.14235369,34.76105879,244.18797152,2,5,3,-0.04630000000000223,0.0001903083720593557
86,243.5,2015-05-16 02:00:00,252.99999999,243.31250001,244,0.47456153,115.80995806,244.0357061,2,5,3,0.5,0.0007703171108701667
87,243.31250001,2015-05-17 02:00:00,249.99999999,243.31250001,243.5,0.18244941,44.42495523,243.49190951,2,5,2,0.18749998999999207,-0.0007703171108701667
88,242.42424242,2015-05-18 02:00:00,245.5,235.00000001,240.5,0.1288073,31.34106169,243.31743382,2,5,2,-1.9242424200000132,-0.003657366233781545
89,243.99999999,2015-05-19 02:00:00,260,230.5,242.00000017,85.65301702,20339.31806626,237.46178212,2,5,2,-1.9999998199999995,0.0064789660742254895
90,232.52023435,2015-05-20 02:00:00,243.99999999,232.00000002,240.00000001,89.79940427,21723.68279538,241.91343998,2,5,2,7.479765659999997,-0.04819097454928567
91,232.52549999,2015-05-21 02:00:00,233.14749997,230.83999767,233.14749997,38.74573197,9008.53353363,232.50389334,2,5,2,0.6219999800000267,2.264568669918532e-05
92,236.50775007,2015-05-22 02:00:00,237.40539423,232.52549999,232.52549999,0.29279121,69.01840017,235.72565643,2,5,2,-3.98225008,0.016981080857444653
93,241.78343249,2015-05-23 02:00:00,242,235.6075675,239.99999999,0.11015718,26.57979491,241.28971818,2,5,2,-1.7834325000000035,0.022061441175107888
94,243,2015-05-24 02:00:00,243,235.65603177,241.95,0.13468270000000002,32.50679829,241.35838007,2,5,3,-1.0500000000000114,0.0050190249183641455
95,234.947125,2015-05-25 02:00:00,242,234.15866811,236.92205,0.09768836,23.09186949,236.38301939,2,5,3,1.9749250000000127,-0.033700954512687176
96,235.32585376,2015-05-26 02:00:00,241.6212575,234.326575,240,0.30192259,72.35565596,239.64969287,2,5,3,4.674146239999999,0.0016106766026657837
97,239.8186175,2015-05-27 02:00:00,241,235.66789119,235.66789119,0.04425466,10.55710102,238.5534321,2,5,3,-4.150726309999982,0.01891171176392259
98,237.7,2015-05-28 02:00:00,241.72665748,236.913,240,1.12910599,271.72154245,240.651936,2,5,3,2.300000000000012,-0.008873502828301127
99,237.35460214,2015-05-29 02:00:00,243,237.34458299,238.51,0.59893136,142.42675822,237.80147064,2,5,3,1.1553978599999937,-0.0014541398791072524
100,234.326575,2015-05-30 02:00:00,237.99999999,234.326575,237.35466667,0.04284466,10.13073056,236.452584,2,5,3,3.028091670000009,-0.012839472443174849
101,233.00000001,2015-05-31 02:00:00,240.99999999,233.00000001,234.326575,0.16125151,37.80401453,234.44130563,2,5,3,1.3265749899999832,-0.005677308435247497
102,231.33781455,2015-06-01 02:00:00,239.97999590000003,231.33781455,233.00000001,0.32609443,75.92108586,232.81932741,2,5,3,1.6621854600000177,-0.00715941070394166
103,232.9999998,2015-06-02 02:00:00,234.99999967,223,230.83999762,0.68955954,157.29018026,228.10239165,2,5,3,-2.1600021800000206,0.007159409802654615
104,232.99999995,2015-06-03 02:00:00,232.99999995,224.00000001,225.00000354,0.28188403,64.01656863,227.1025025,2,5,3,-7.999996409999994,6.437765875944024e-10
105,225,2015-06-04 02:00:00,229,225,229,0.06099114,13.93599046,228.49204753,2,5,3,4,-0.03493805114668813
106,229,2015-06-05 02:00:00,229,225.00000001,225.00000001,0.03601151,8.14584367,226.20111376,2,5,3,-3.9999999899999916,0.017621601349819827
107,226.99999844,2015-06-06 02:00:00,227.00000008,224.00001675,224.00001675,0.10459579,23.68322609,226.42618875,2,5,3,-2.999981690000027,-0.008771992945083795
108,230,2015-06-07 02:00:00,243.00000001,225,226.99999843,1.18758216,282.74741483,238.08661358,2,5,3,-3.0000015699999953,0.013129298314039417
109,229.99999900000003,2015-06-08 02:00:00,229.99999900000003,226.00000001,226.00000001,0.02010675,4.62412547,229.97876235,2,5,3,-3.9999989900000235,-4.347826099149188e-09
110,230,2015-06-09 02:00:00,237,230,235,0.20923048,48.57459771,232.15832468,2,5,3,5,4.347826099149188e-09
111,237,2015-06-10 02:00:00,238,230,237,0.59051532,136.51135673,231.17326867,2,5,3,0,0.029980832211935926
112,239.99899992,2015-06-11 02:00:00,239.99899992,229,229,0.09268559,21.77331682,234.91587879,2,5,3,-10.998999919999989,0.012574615198177597
113,230,2015-06-12 02:00:00,239.99899992,229,229.5,0.05144691,12.05289186,234.27824659,2,5,3,-0.5,-0.04255544741011352
114,239.99899992,2015-06-13 02:00:00,239.99899992,231.00000001,239.99898999,0.18351719,44.03222386,239.93514646,2,5,3,-9.929999976066028e-06,0.04255544741011352
115,239,2015-06-14 02:00:00,239,232.50000001,232.50000001,0.00675124,1.57189746,232.83092588,2,5,3,-6.499999989999992,-0.004171204401798079
116,237,2015-06-15 02:00:00,237.49999999,234.00000001,234.00000001,0.25462051,59.97970517,235.56509713,2,5,3,-2.9999999899999916,-0.008403410796379518
117,234.32,2015-06-16 02:00:00,241.80000001,234.32,237,0.40351195,95.7334639,237.25062889,2,5,3,2.680000000000007,-0.011372438615653735
118,250,2015-06-17 02:00:00,250,234.32,234.32,1.43872702,357.92998908,248.78241953,2,5,3,-15.680000000000007,0.06477321534276825
119,252.76067842,2015-06-18 02:00:00,254,245,245,1.06789551,268.48433653,251.41442586,2,5,3,-7.760678420000005,0.01098218808751561
120,249.99999989,2015-06-19 02:00:00,256.64346013,243.0141492,250,3.66859856,913.00284734,248.8696521,2,5,3,1.1000000199601343e-07,-0.010982188527515646
121,241.704225,2015-06-20 02:00:00,249.99999989,238.00000001,244.93383776,1.68915676,413.73278585,244.9345115,2,5,3,3.2296127599999807,-0.03374614951805022
122,246.49999999,2015-06-21 02:00:00,246.49999999,238.74611776,240.197175,0.8273664000000001,198.26959477,239.63940858,2,5,3,-6.302824990000005,0.01964722553798115
123,245,2015-06-22 02:00:00,250.95562501,243.18145623,246.49999999,1.0914623,270.64727355,247.96758765,2,5,3,1.4999999899999918,-0.006103782897449506
124,244,2015-06-23 02:00:00,249,244,249,0.07314186,17.84842109,244.02470883,2,5,3,5,-0.004089985251525263
125,237.14437355,2015-06-24 02:00:00,247.85175,233.79446564,246.7871,8.491828199999999,2044.6173318,240.77469346,2,5,3,9.642726449999998,-0.02849909853041943
126,244.25750294,2015-06-25 02:00:00,245.49772898,238.63595,238.63595,1.08950831,265.99415173,244.14146206,2,5,3,-5.621552939999987,0.029553881968762852
127,244.8,2015-06-26 02:00:00,244.8,239,244.00000245,0.14539770000000002,35.36137739999999,243.20451699,2,5,3,-0.7999975500000005,0.002218541906625404
128,250,2015-06-27 02:00:00,250,240.00000240000003,240.00000241,0.6850491999999999,170.13154640000005,248.34938337,2,5,3,-9.999997589999992,0.021019367224075047
129,249.98999999,2015-06-28 02:00:00,249.98999999,245,245,0.0023851,0.59480794,249.38490678,2,6,3,-4.989999990000001,-4.000084002253601e-05
130,255.66999999,2015-06-29 02:00:00,255.67500001,246.90192338,249.98999999,0.24813333,62.7340424,252.82392495,2,6,3,-5.680000000000009,0.022466633362467014
131,259.365275,2015-06-30 02:00:00,263.8815,255.17352623,255.41815473,0.79627241,206.41433163,259.22577379,2,6,3,-3.9471202699999988,0.014349845921452165
132,263.05759894,2015-07-01 02:00:00,263.05759894,253.65851835,259,1.11678715,289.88160875,259.56746435,2,6,3,-4.057598939999991,0.01413561926943352
133,255,2015-07-02 02:00:00,256.92304903,255,255.83983613,0.12146926,31.04867242,255.60929923,2,6,3,0.8398361300000091,-0.031109470417150398
134,256.22301049,2015-07-03 02:00:00,256.22301049,255,255,0.07495767,19.14722713,255.44053241,2,6,3,-1.2230104899999787,0.004784654830060298
135,257,2015-07-04 02:00:00,257,253.48779475,256.22301049,0.3604844,92.01619297,255.25707345,2,6,3,-0.7769895100000213,0.003027884906734002
136,266.99,2015-07-05 02:00:00,276.58553125,254.53392093,257.5,1.52373963,403.89512783,265.06833574,2,9,4,-9.490000000000009,0.038135119620120506
137,268.03348967,2015-07-06 02:00:00,300.9999993,266,270,1.32694264,358.56788491,270.22108876,2,9,4,1.9665103300000053,0.003900729643707912
138,262.89154266,2015-07-07 02:00:00,267.65000001,262.89154266,265.24512018,0.34957736,92.56543244,264.79241231,2,9,4,2.3535775199999875,-0.019370372358689103
139,270.00000001,2015-07-08 02:00:00,276.46321919,263.482575,267,1.37499075,368.42765109,267.94918517,2,9,4,-3.0000000100000084,0.026680397235052666
140,267.1,2015-07-09 02:00:00,270.5888486,265.77514014,270.58884859,1.08194303,288.7726741,266.9019219,2,9,4,3.488848589999975,-0.010798838919496845
141,286,2015-07-10 02:00:00,289.32575,270.09999999,270.09999999,2.93036512,822.37743056,280.63991922,2,9,4,-15.900000009999983,0.06836869070393714
142,290.00000001,2015-07-11 02:00:00,298.25850978,265.41403,265.41403,1.81617427,522.02955941,287.43362795,2,9,4,-24.58597001000004,0.013889112195149877
143,312,2015-07-12 02:00:00,312.24054041,296.10649522,298.60792499,2.7229989,825.14478181,303.02795267,2,8,3,-13.392075009999983,0.07312226479448025
144,288.88888699,2015-07-13 02:00:00,307.00000001,270.00000001,307.00000001,3.45833771,1000.27753806,289.23651243,2,8,3,18.111113020000005,-0.07696104770920531
145,288.888887,2015-07-14 02:00:00,292.84749999,288.88888699,288.888887,0.26486579,76.58335418,289.14022525,2,8,3,0,3.461497755097298e-11
146,283.32791599,2015-07-15 02:00:00,292.8475,283.32791599,292.84749999,0.97443179,278.76282758,286.07731238,2,8,3,9.519584000000009,-0.01943719953672396
147,281.43066515,2015-07-16 02:00:00,292.8475,280.233,280.233,1.79658941,510.18357931,283.97338672,2,8,3,-1.1976651499999775,-0.0067188283298316165
148,280.134925,2015-07-17 02:00:00,281.43066515,274.74360024,281.43066515,0.96289328,268.20186227,278.53747434,2,8,3,1.295740149999972,-0.004614750163560721
149,275.519275,2015-07-18 02:00:00,275.57345,274.24387431,275.568525,0.10857075,29.80335682,274.50631802,2,8,3,0.049250000000029104,-0.01661377225679317
150,277.99999883,2015-07-19 02:00:00,281.454425,272.90902501,281.45442499,0.38709975,108.53770902,280.38692618,2,7,3,3.454426160000025,0.008963519634021644
151,281.9264,2015-07-20 02:00:00,282.49798267,274.14820466,277.99999883,0.97426167,273.78471774,281.01764256,2,7,3,-3.92640117000002,0.014024934483731322
152,279.86050498,2015-07-21 02:00:00,285.99878125,279.1,282.54083484,1.15062232,327.67267473,284.77865328,2,7,3,2.6803298600000294,-0.007354761437595059
153,278.00000001,2015-07-22 02:00:00,282.794225,278.00000001,278.00000001,1.72760321,485.10670976,280.79752743,2,7,3,0,-0.006670168801532483
154,278,2015-07-23 02:00:00,278.00000449,278,278.00000449,0.18553624,51.57907520000001,278.00000263,2,7,3,4.489999980705761e-06,-3.597122599785507e-11
155,284,2015-07-24 02:00:00,284,278,278,0.59738719,167.5047101,280.39555067,2,7,3,-6,0.021353124470569362
156,283.93117501,2015-07-25 02:00:00,294.16835476,283.75387501,283.75387501,0.72172985,211.14607554,292.55555321,2,7,3,-0.17730000000000246,-0.0002423708835346261
157,288.05340001,2015-07-26 02:00:00,293.92369999,286.90364013,293.92369999,0.01125044,3.26348367,290.07609279,2,9,3,5.87029997999997,0.014414012372110818
158,293.19131973,2015-07-27 02:00:00,293.19131973,284.866925,285.40000001,0.89737362,256.06094625,285.34485586,2,9,3,-7.791319719999991,0.017679484637975307
159,291.45133763,2015-07-28 02:00:00,294.38714898,290.35343548,293.10620822,0.27414151,80.50339422,293.6563464,2,9,3,1.6548705899999732,-0.005952310237336889
160,295.14679126,2015-07-29 02:00:00,299.4672167,291.45133763,294.07110119,1.44843368,428.81935555,296.0572938,2,9,3,-1.0756900700000074,0.012599776020346454
161,284.61055662,2015-07-30 02:00:00,293.39719705,284,292.36183522,0.82647886,239.13508551,289.34204743,2,9,3,7.751278599999977,-0.0363510522708923
162,285.0490000000001,2015-07-31 02:00:00,287.88215399,284,284,0.10279384,29.23487883,284.40302294,2,9,3,-1.049000000000035,0.001539317515098837
163,279.84502254,2015-08-01 02:00:00,284.00000001,275.7245078,284.00000001,1.0811874,301.37639242,278.74574974,2,9,3,4.154977470000007,-0.01842513630694409
164,286.438075,2015-08-02 02:00:00,286.438075,280,280,0.37397484,106.5638591,284.94927387,2,8,3,-6.438075000000026,0.023286410678019287
165,288.96564431,2015-08-03 02:00:00,288.96564431,284.28627499,285.4383,0.26392367,75.70679403,286.85109614,2,8,3,-3.527344309999989,0.008785433539785892
166,288,2015-08-04 02:00:00,288,281.10448572,281.10448572,0.04194037,11.94721831,284.86201513,2,8,3,-6.895514279999987,-0.0033473230898888318
167,287.5698,2015-08-05 02:00:00,288.965425,279.79331405,288.19999998,0.03223517,9.29752713,288.4280473,2,8,3,0.6301999799999862,-0.001494866756774016
168,283.738175,2015-08-06 02:00:00,283.738175,275.637475,279.79331405,0.59909152,167.08972647,278.90517708,2,8,3,-3.94486095000002,-0.013413719460755757
169,275.9225,2015-08-07 02:00:00,277.22849063,275.9225,277.22849063,0.22535742,62.18237138,275.92777459,2,8,3,1.3059906299999966,-0.02793186473360354
170,263,2015-08-08 02:00:00,282.235975,262.64762661,280.99991008,3.80112337,1032.69471792,271.6814524,2,8,3,17.999910080000006,-0.04796599700704807
171,268.86343705,2015-08-09 02:00:00,269.75811042,262.101,263,1.534615,410.00762714,267.17295682,2,8,3,-5.863437050000017,0.0220495495574502
172,266.21932357,2015-08-10 02:00:00,266.21932357,262.1,266.21932357,0.03632447,9.52216239,262.14181233,2,8,3,0,-0.009883087988024286
173,269.25604587,2015-08-11 02:00:00,269.25604587,261.60615343,266.21932357,0.94345384,247.49436684,262.32800838,2,8,3,-3.0367223000000085,0.011342276521888905
174,265.413175,2015-08-12 02:00:00,275.6263664,263.32859493,269.25604587,2.55771761,682.18727975,266.71720016,2,8,3,3.842870869999956,-0.01437500755336174
175,263,2015-08-13 02:00:00,269.87728091,260,263.39255361,3.18938366,838.98645622,263.05598374,2,8,3,0.3925536099999931,-0.009133730537953078
176,265,2015-08-14 02:00:00,265,255,260.143425,2.12871507,556.22575402,261.29647967,2,8,3,-4.856575000000022,0.0075757938084572984
177,258.27685,2015-08-15 02:00:00,267,258.27685,265,0.56467334,147.73850257,261.63534226,2,8,3,6.723149999999976,-0.02569775436861299
178,256.76429583,2015-08-16 02:00:00,264.818575,256.76429583,257.89777067,0.94027517,247.33524901,263.04560293,2,6,3,1.1334748400000194,-0.005873544397961616
179,262.37255219,2015-08-17 02:00:00,263.884775,257.00000516,257.00000516,0.44061774,115.70648577,262.60060652,2,6,3,-5.372547030000021,0.021606921444567107
180,178.7193125,2015-08-18 02:00:00,262.38059156,174.57013394,262.38059156,12.5883254,2979.91680061,236.72066823,2,6,3,83.66127906000003,-0.3839489601501853
181,226.99999929,2015-08-19 02:00:00,241.876825,191.29999999,191.29999999,23.38265523,5214.46440764,223.00565767,2,6,3,-35.699999299999995,0.23913352583962055
182,234,2015-08-20 02:00:00,241.75778125,226.99999785,226.99999785,8.17811865,1900.49598303,232.38792005,2,6,3,-7.00000215,0.030371101004051937
